Country,2017
Canada,7.315999985
Mexico,6.578000069
United States,6.993000031
Brazil,6.635000229
Germany,6.951000214
South Korea,5.837999821
Russia,5.962999821
China,5.272999763
Philippines,5.429999828
Haiti,3.602999926
Cambodia,4.168000221
Greece,5.227000237
