"Data Source","World Development Indicators",

"Last Updated Date","2019-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Micronesia, Fed. Sts.","FSM","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11283705","12321356","13840968","15453239","16008357","17340657","40049592","17148194","19947513","38162243","",
"Gabon","GAB","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1232614351323.02","1395598205439.75","1357709645109.15","1090999947263.05","953069044175","","",
"United Kingdom","GBR","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","15665000000","16561000000","20940000000","26516000000","30810000000","35179000000","38806000000","45405000000","58042000000","66301000000","76257000000","79615000000","85965000000","95822000000","100529000000","105596000000","117637000000","128951000000","148693000000","161001000000","163205000000","162645000000","177335000000","197897000000","209890000000","225508000000","248566000000","264378000000","285668000000","291292000000","295146000000","307133000000","330634000000","354345000000","376756000000","398207000000","417388000000","370598000000","402763000000","425282000000","425615000000","442327000000","458035000000","475689000000","501779000000","527155000000","",
"Georgia","GEO","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","379600000","363700000","448000000","462400000","490700000","567900000","602300000","975300000","1407300000","2130300000","3010500000","4541600000","4161700000","4592400000","5802000000","6311100000","6287700000","6847000000","7549600000","7986800000","8991300000","",
"Ghana","GHA","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21967700","31945300","30183200","50915200","","","","","","","","654546800","854748400","1222441216","1737730248","2073746956","2395621821","3213370743","4193608293","4615857209","6164294730","8892168867","","","17004655173.2469","32944748220.4068","","","",
"Gibraltar","GIB","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164179000000","213118000000","244238000000","321213000000","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","454810000","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80929917589","",
"Equatorial Guinea","GNQ","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","509951000000","472788000000","688634000000","905659000000","612377000000","706112534772.481","999280310461.723","923216703994.587","891870587484.792","893100606380.635","425288744607","423786513817","",
"Greece","GRC","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","191724137.931034","242435803.374908","281907556.859868","340983125.458547","470873074.101247","546118855.465884","681790168.745415","822949376.375642","979046221.570066","1048862802.64123","1598796771.82685","1992223037.41746","2219163609.68452","2677035950.11005","3611357300.07337","4267204695.52458","4793132795.30448","4905267791.6361","6886074834.92296","","","","","17292000000","19202000000","22394000000","25714000000","28675000000","31739000000","31866000000","34763000000","35258000000","37067000000","40499000000","43527000000","47104000000","48915000000","46974000000","45690000000","45699000000","45717000000","43394000000","44020000000","44405000000","47037000000","47329000000","",
"Grenada","GRD","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150320000","147120000","158940000","157870000","172200000","","","","232000000","265130000","254570000","262410000","298300000","279505400","343885996","359983681","402829817","433776245","379936687","389893103","403032761","403180761","418984458","478154120","","","","",
"Greenland","GRL","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2355930000","3465220000","4488320000","5023710000","5051540000","6569610000","8144000000","9382469999.99999","11623310000","13863060000","15071600000","15966240000","19306700000","20317660000","22001040000","23276840000","27251600000","31566600000","33356000000","31829943218.19","34759290440.04","40209543216.52","42772028390.63","46228088905","49119745755.26","49852971094.26","54239425929.83","","",
"Guam","GUM","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","171400000","197600000","230100000","249200000","314400000","437200000","489400000","576800000","699500000","699100000","","","","","","","","","","","","","","","","","","","","","","19632400000","23411900000","26707600000","31434900000","38269987000","42329200000","39034950000","43172300000","49543840000","53289770000","56719040704","68591319941.15","79854851282.125","","","",
"Heavily indebted poor countries (HIPC)","HPC","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65690000","534139999.999999","8404690000","23497210000","26678010000","29146840000","32000000000","40452570000","38317530000","39939000000","40492000000","46687261000","50334413000","52337053000","56396487000","62547707000","68479029000","71988896000","65821994000","65013561000","64089682000","65273689000","67480823000","66035294000","70681707000","75181646000","79018235000","",
"Haiti","HTI","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","285800000000","300000000000","342500000000","352700000000","321900000000","387600000000","436800000000","503600000000","518200000000","610900000000","663600000000","736500000000","922600000000","1097900000000","1345527000000","1623268000000","1836977000000","2157685000000","2518959000000","2963605000000","3278475000000","3622469000000","3944620000000","4296225000000","4491889000000","4798440000000","5492884000000","6322537000000","6163161000000","6220339000000","5982246000000","6588571000000","6881562000000","7491396000000","8042579000000","8272847000000","8904609000000","",
"IBRD only","IBD","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","568000000000","933000000000","1710000000000","2093000000000","2767000000000","3369000000000","4070000000000","6496000000000","9898000000000","11857000000000","11960000000000","13872000000000","15221000000000","17761000000000","14993000000000","18827000000000","21435000000000","26678000000000","37431600000000","39098000000000","44499900000000","47344000000000","60958000000000","68017000000000","75810000000000","100505700000000","143626700000000","179430400000000","","190614200000000","215467500000000","249404313253852","283093000000000","","","","658701000000000","619922000000000","723307000000000","873874000000000","980518000000000","1.07731E+15","1.14528292843431E+15","1.2394827888085E+15","1.28188590299996E+15","1.34230691350164E+15","",
"IDA only","IDX","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","64940000000","76900000000","84300000000","89430000000","104810000000","119720000000","132740000000","159190000000","179130000000","208610000000","234700000000","286680000000","331970000000","376640000000","444680000000","516380000000","575740000000","673580000000","746370000000","747680000000","922940000000","1112370000000","1287620000000","1392090000000","1437890000000","1717520000000","1885270000000","1870590000000","2162660000000","2543460000000","3049580000000","3661520000000","4735120000000","5931470000000","6052980000000","6245270000000","7930720000000","8891300000000","10776100000000","12358700000000","12448826200000","14556470000000","17032420000000","19115770000000","",
"Not classified","INX","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","702165157.371337","859612679.096556","943415392.272882","1159270865.60584","1580823907.64433","1844929427.9576","2144587614.46689","2496305062.19177","3255608433.09242","4127918492.97327","5068794409.08929","5842064898.85266","6622953817.08661","6948006765.16448","7411461163.79113","7954909061.35882","9051962761.12164","9079896998.84708","9599219872.92461","10066483485.7866","10822104616.2598","11647307393.4309","13115886454.9421","14526000000","16367000000","18650000000","21310000000","24730000000","28588000000","29556000000","31982000000","35172000000","39174000000","43355000000","49592000000","51114000000","44594000000","37400000000","36558000000","37531000000","39468000000","41111000000","45057000000","49456000000","51743000000","54629000000","",
"Iran, Islamic Rep.","IRN","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","107400000000","140800000000","169300000000","289200000000","363000000000","467400000000","487600000000","381800000000","349200000000","561300000000","630000000000","823000000000","960000000000","1158700000000","1085900000000","1166200000000","1190200000000","1462300000000","2116700000000","3314200000000","4944900000000","4097000000000","6108000000000","12278000000000","21489000000000","32164000000000","30562000000000","39555140000000","36812959000000","42429817000000","51123100000000","65439369167510.4","85049111317289.9","135143004832615","151848968542194","192814785001612","240953673984961","302247000000000","","","","","","","","","",
"Iraq","IRQ","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2436340000000","2572117502134.57","4091700126914.56","","",
"Iceland","ISL","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","169100000","238000000","360000000","494800000","662100000","911300000","1440200000","2203200000","3441100000","5690700000","9090000000","14136700000","19014600000","24901600000","33296400000","44183500000","58591000000","75851000000","88628600000","93175900000","94376600000","94615800000","99458200000","103750500000","115793500000","118062300000","144548577000","168019923000","178139431000","182630798493","192973373389","207584725121","240337700449","288300972448","327981511517","357360141290","360148102539.24","321361707537","336082690098.84","361984981929","394854466123","430410000000","510990360271.05","524318517281.82","944855405640.93","632042000000","",
"Israel","ISR","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","900000","1100000","2000000","2800000","4100000","6100000","9500000","20300000","44200000","100200000","263600000","680600000","3198800000","11396400000","17339000000","20550600000","23797400000","26644200000","31935100000","30971000000","49552000000","58082000000","71458000000","81729000000","92460000000","105344000000","113205000000","123956000000","146351301000","146675690000","147559450000","144337484112.974","150833365956.374","162150001982.241","178958447094.595","191290429249.661","184215167857.143","178284900000","196827083747.162","212779130000","219478896000","242394171000","257018313000","271890788000","285226632000","312541367750","",
"Italy","ITA","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","6631823041.2081","9048324872.0478","9761551849.69038","13595727868.5307","17501691396.3445","21572404674.9679","26656406389.6048","36662758809.4636","44970484488.217","57864347430.8852","73425710257.3505","83265763555.7025","90952708041.7504","109337024278.639","115917718086.837","139288942141.334","157587526532.973","176724836928.734","198084461361.277","214253693957.971","227407334720.881","229717446430.508","228355000000","240662000000","267721000000","266588000000","280402000000","278976000000","289408000000","291768000000","298640000000","303686000000","309157000000","342585000000","360165000000","357316000000","352880000000","357217000000","365164000000","381243000000","380740000000","380778000000","385963000000","397380000000","400364000000","",
"Jamaica","JAM","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2160973000.8","2799330000.8","3943628700.8","5274935000.8","8551228000.8","11948610280.812","16917347684","50260913608.238","55191306961.19","59224317032.87","66970327084.58","75962113161.829","87074364261.39","90568169649","102858665411","131069547000","150481580400","162575886000","188353505500","219517586864.44","246216623790.62","265860193106","279874150811.07","289882184760.95","319764873876.51","343836113186","370877481606","411853980206.82","458323402912.443","496894600000","",
"Jordan","JOR","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","497180000","530960000","829390000","812470000","871060000","976350000","1065310000","978950000","1016690000","1046380000","1139640000","1188770000","1187700000","1316920000","1698725099","2179200000","2621330000","2995200000","2758100000","2879900000","2985900000","3062200000","3351400000","3652400000","4037200000","4096100000","4254400000","4343300000","",
"Japan","JPN","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","10121000000000","13725000000000","15813000000000","14478000000000","15872000000000","17748000000000","19739000000000","22993000000000","26392000000000","29517000000000","30975000000000","32061000000000","34854000000000","38190000000000","39629000000000","44498000000000","49024000000000","52337000000000","58730000000000","63413000000000","57561000000000","57408000000000","55535500000000","56165500000000","56863800000000","56894900000000","53144200000000","50787200000000","54631300000000","51756200000000","46756600000000","45968400000000","48724300000000","53131400000000","55389500000000","53733400000000","46508200000000","40965900000000","44080100000000","45980200000000","47923800000000","52132100000000","58937500000000","60695700000000","59789100000000","63462800000000","",
"Kazakhstan","KAZ","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113492000000","126438000000","156182000000","265746214000","313431979000","458227074000","603395689000","816458076000","","","","","","3427737031152.2","5156569737827.2","4128772081647.1","5770707717059.7","5631362656584.7","4021245451509.67","4661534446187.4","5602659905062.1","",
"Kenya","KEN","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","911803698168.35","1021597026814.22","1136563517716.04","1276960140250.66","",
"Kyrgyz Republic","KGZ","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70316400000","72329400000","80734200000","90426400000","",
"Cambodia","KHM","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1371458610000","1397151861276","1740206850541","2032848744878","2441336252995","3398033000000","4429845488253","4154019206331","4706228846350","5287415826776","6281727200000","7407589500000","9863730543262","10707143069968","12044830138697","14183089084048","",
"Kiribati","KIR","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31055816.27","33653731.65","34589225.79","35370862.35","50309732.92","59782608.32","53679919.71","",
"St. Kitts and Nevis","KNA","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84390000","86850000","94950000","108230000","121500000","","","","","","188000000","194600000","272823000","272537000","290899000","305267961","362774055","402589082","420722586.32","394462716.05","342961413.82","408037963.83","399008160.77","421256040.21","474890000","507470000","498940000","496930000","",
"Korea, Rep.","KOR","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","476000000000","579000000000","915000000000","1393000000000","2093000000000","2630000000000","3661000000000","4778000000000","5825000000000","7278000000000","8419000000000","10077000000000","10920000000000","11897000000000","13634000000000","16376000000000","19526000000000","21282000000000","26913000000000","30397000000000","35333000000000","39397000000000","47261000000000","56774000000000","64961000000000","69928000000000","67797746000000","75658019000000","92934652000000","95792820000000","103967760000000","114664221000000","117795747000000","127465700000000","138044300000000","161459122000000","167305990000000","164541586000000","177718345000000","192381242000000","202733000000000","204571000000000","206949942330742","218164717416848","243394985186625","266062765942891","",
"Kuwait","KWT","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","548000000","597000000","1246000000","","","187000000","324000000","149000000","209000000","261000000","214000000","197000000","201000000","125000000","109000000","79000000","71000000","84000000","82000000","8000000","5000000","79000000","105000000","93000000","91000000","108000000","118000000","","","111000000","137000000","189000000","232000000","243000000","286000000","354000000","347000000","296000000","324000000","340000000","349000000","384000000","412000000","476000000","","","",
"Latin America & Caribbean (excluding high income)","LAC","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2893686000000","3303463000000","3506720000000","3096700000000","3160400000000","4166400000000","4655300000000","5266000000000","4915563000000","4982636000000","5593171000000","7207144000000","8995346000000","9762080000000","9857540000000","10084700000000","9940770000000","10229934000000","10134939000000","10428668000000","12278571001000","",
"Liberia","LBR","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72529772.93","80975748","140053346","169865315","","223878889.1","267347916","362116295.5","395924206.7","","","","","",
"Libya","LBY","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","429352526","397405403","404946000","431011000","495707481","540828006","603824570","659047468","725324381","724039267","729019264","764294489","740239301","814250921","855503420","913400000","965870000","983420000","",
"Latin America & Caribbean","LCN","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61206000000","68157000000","76353000000","87274000000","99417000000","118543000000","130203000000","142512000000","147368000000","166028000000","182392000000","205839000000","221786000000","231648000000","281552000000","336829000000","428379000000","508947000000","585621000000","618933000000","724746497563.73","812611000000","908911000000","1005890000000","1050362335437.69","1355681555690.58","1463688860658.82","1670178219488.18","",
"Lower middle income","LMC","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","109770000","150610000","190182000","213020000","230946000","261704000","327713000","444347000","","539827716.6","670776964.2","810198443.4","931518286.2","1044780043.4","1096720511.8","1343413275.4","1287333000","1378653176","1412537951.2","1832752308","1978422423.78889","2374900000","2827200000","3057000000","4134600000","4659200000","5584500000","5898700000","4956300000","5657900000","7748900000","8201500000","9624100000","10167200000","9108700000","10006900000","",
"Late-demographic dividend","LTE","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24601772.4745134","","469560936.0519","718547265.987025","1538570000","1836278000","2537449000","2888935000","2823505000","2710395000","2750997000","2915298000","3174131000","3527694000","4144506000","4927125000","5909398000","6689446000","4583286000","4475594000","4848642000","5188585000","5466594000","5793140000","6234045000","6583784000","7031361000","",
"Luxembourg","LUX","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","345786677.706192","433615353.53335","542862029.900917","588449649.106716","666213847.828081","768197243.919792","872089420.152256","877419130.934881","974692550.0559","1060339762.86505","1195441733.86647","1459547495.15988","1582676208.91475","1675239651.06507","1788774885.41122","1875983827.42644","2022637636.68229","2215647535.07074","2421671843.50978","2530447522.18027","2744032583.1249","3244306505.46977","3674624875.12364","3740036000","3972287000","4388370000","4650499000","5166848000","5867442000","5979288000","6214017000","6471449000","6770478000","7686673000","8194736000","9167003000","9413322000","9295500000","10051534000","10615199000","11341508000","12040797000","12808904000","13064198000","13665447000","14367226000","",
"Latvia","LVA","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","439951963.847673","785200425.723246","873528039.1119","1200641999.76096","1423304363.66327","1421904257.80161","1422812050.01679","1543551260.37985","1678136436.33218","1933941753.31956","2256030130.73346","2929108257.77884","3805154779.99556","4906160181.21695","5072984786.6546","3547498306.78255","3555701162.77084","4071174893.71148","4620747747.59392","4947638317.36871","5207900068.867","5496754429.39995","5959224762.52269","6332896511.68747","",
"Macao SAR, China","MAC","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7491650000","9242900000","7713550000","7426633620","8113405899.8","9037036232","10206455270","13260934778.68","18159528344.2","20438000000","25153000000","37730492221.95","50989542404.14","50514150705.77","77716833149.81","110565526415.12","126998940880.56","149824000000","153863754681.05","104855778909.62","100086576177.33","117420342845.28","",
"St. Martin (French part)","MAF","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46459000000","51765000000","59440000000","59602000000","61781000000","61168000000","","72375000000","76953000000","81118000000","","","88781303142.8572","93663657142.8571","100353249137.085","115911342341.991","129507805800.866","154794655067.821","189941263463.203","175566447746.887","179045181725.306","191051338816.739","202674425021.645","200677613621.934","203832119134.199","209559004227.994","217397269387.755","231269130972.018","",
"Monaco","MCO","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","942700000","1630300000","1649300000","1855300000","2359000000","2318800000","2905500000","4052500000","5239600000","6960100000","8758900000","10988700000","12865000000","10687200000","13079900000","15053300000","16450000000","18491300000","22208000000","23905400000","26125600000","31201500000","",
"Madagascar","MDG","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","39864000000","41474000000","","","","","78828000000","91355000000","97470000000","","","","","","","","360600000000","354100000000","86840000000","67220000000","96820000000","105300000000","140440000000","224160000000","274860000000","337580000000","","","594440000000","581280000000","460820000000","","","","","","","","","","","","","","","","",
"Maldives","MDV","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","7200000","16400000","23300000","42000000","51500000","71500000","90200000","104400000","160000000","200900000","258500000","286800000","366200000","450400000","485200000","536400000","638500000","713100000","864100000","902700000","977300000","1013800000","1046600000","1091700000","1268700000","1647200000","1722800000","2370400000","2905100000","3366800000","2732000000","2931100000","4892983050","","","11068364599","","","","",
"Middle East & North Africa","MEA","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","43000000","49000000","72000000","101000000","124000000","184000000","251000000","348000000","539000000","682000000","1168000000","2438000000","3903000000","6175000000","9767000000","25921000000","47111000000","66156000000","87062000000","109590000000","130404000000","141510000000","151277000000","196003000000","273058000000","356141000000","392295000000","493975000000","640777000000","","","","","","","","1238320717638.58","1177330663406.69","1351462808789.72","1468376569883.34","1545871623845.41","1675667821570.41","1857813260399.2","2373960110766","2724339160654","2859266290320","",
"Marshall Islands","MHL","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28159223","27578751","28243331","29008814","29229449","30384532","29130420","31445105","34604894","37094200","",
"Middle income","MIC","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56831664037","60547984389","71127943665.5","76854000000","71023000000","73753000000","78910000000","76617000000","78641090017.5","85662389782","94006186766","100824639165","106073872770","",
"Mali","MLI","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","226839336350","268892567000","302920625431.92","349034770783","393671285925","438117827877","480424800000","509700000000","519426000000","624292000000","681895000000","768260000000","825255000000","852429000000","897000000000","1092045380597","1279700000000","1417100000000","",
