"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","TAXREV","TOT","MLN_USD","A","2013",4281.928,
"USA","TAXREV","TOT","MLN_USD","A","2014",4526.89,
"USA","TAXREV","TOT","MLN_USD","A","2015",4754.048,
"USA","TAXREV","TOT","MLN_USD","A","2016",4821.529,
"USA","TAXREV","TOT","MLN_USD","A","2017",5263.255,
"CHL","TAXREV","TOT","MLN_USD","A","2000",14.65,
"CHL","TAXREV","TOT","MLN_USD","A","2001",13.521,
"CHL","TAXREV","TOT","MLN_USD","A","2002",13.312,
"CHL","TAXREV","TOT","MLN_USD","A","2003",14.253,
"CHL","TAXREV","TOT","MLN_USD","A","2004",18.934,
"CHL","TAXREV","TOT","MLN_USD","A","2005",25.487,
"CHL","TAXREV","TOT","MLN_USD","A","2006",34.02,
"CHL","TAXREV","TOT","MLN_USD","A","2007",39.444,
"CHL","TAXREV","TOT","MLN_USD","A","2008",38.374,
"CHL","TAXREV","TOT","MLN_USD","A","2009",29.984,
"CHL","TAXREV","TOT","MLN_USD","A","2010",42.836,
"CHL","TAXREV","TOT","MLN_USD","A","2011",53.292,
"CHL","TAXREV","TOT","MLN_USD","A","2012",57.028,
"CHL","TAXREV","TOT","MLN_USD","A","2013",55.285,
"CHL","TAXREV","TOT","MLN_USD","A","2014",51.075,
"CHL","TAXREV","TOT","MLN_USD","A","2015",49.719,
"CHL","TAXREV","TOT","MLN_USD","A","2016",50.447,
"CHL","TAXREV","TOT","MLN_USD","A","2017",55.865,
"EST","TAXREV","TOT","MLN_USD","A","2000",1.768,
"EST","TAXREV","TOT","MLN_USD","A","2001",1.897,
"EST","TAXREV","TOT","MLN_USD","A","2002",2.284,
"EST","TAXREV","TOT","MLN_USD","A","2003",3.04,
"EST","TAXREV","TOT","MLN_USD","A","2004",3.764,
"EST","TAXREV","TOT","MLN_USD","A","2005",4.195,
"EST","TAXREV","TOT","MLN_USD","A","2006",5.184,
"EST","TAXREV","TOT","MLN_USD","A","2007",6.957,
"EST","TAXREV","TOT","MLN_USD","A","2008",7.59,
"EST","TAXREV","TOT","MLN_USD","A","2009",6.862,
"EST","TAXREV","TOT","MLN_USD","A","2010",6.481,
"EST","TAXREV","TOT","MLN_USD","A","2011",7.303,
"EST","TAXREV","TOT","MLN_USD","A","2012",7.3,
"EST","TAXREV","TOT","MLN_USD","A","2013",7.949,
"EST","TAXREV","TOT","MLN_USD","A","2014",8.589,
"EST","TAXREV","TOT","MLN_USD","A","2015",7.631,
"EST","TAXREV","TOT","MLN_USD","A","2016",8.088,
"EST","TAXREV","TOT","MLN_USD","A","2017",8.776,
"ISR","TAXREV","TOT","MLN_USD","A","2000",46.185,
"ISR","TAXREV","TOT","MLN_USD","A","2001",45.407,
"ISR","TAXREV","TOT","MLN_USD","A","2002",41.132,
"ISR","TAXREV","TOT","MLN_USD","A","2003",42.297,
"ISR","TAXREV","TOT","MLN_USD","A","2004",45.158,
"ISR","TAXREV","TOT","MLN_USD","A","2005",48.032,
"ISR","TAXREV","TOT","MLN_USD","A","2006",52.736,
"ISR","TAXREV","TOT","MLN_USD","A","2007",61.157,
"ISR","TAXREV","TOT","MLN_USD","A","2008",69.085,
"ISR","TAXREV","TOT","MLN_USD","A","2009",61.968,
"ISR","TAXREV","TOT","MLN_USD","A","2010",71.987,
"ISR","TAXREV","TOT","MLN_USD","A","2011",80.933,
"ISR","TAXREV","TOT","MLN_USD","A","2012",77.376,
"ISR","TAXREV","TOT","MLN_USD","A","2013",90.142,
"ISR","TAXREV","TOT","MLN_USD","A","2014",96.1,
"ISR","TAXREV","TOT","MLN_USD","A","2015",93.646,
"ISR","TAXREV","TOT","MLN_USD","A","2016",99.447,
"ISR","TAXREV","TOT","MLN_USD","A","2017",114.84,
"LVA","TAXREV","TOT","MLN_USD","A","2000",1.839,
"LVA","TAXREV","TOT","MLN_USD","A","2001",1.881,
"LVA","TAXREV","TOT","MLN_USD","A","2002",2.204,
"LVA","TAXREV","TOT","MLN_USD","A","2003",2.964,
"LVA","TAXREV","TOT","MLN_USD","A","2004",3.798,
"LVA","TAXREV","TOT","MLN_USD","A","2005",4.721,
"LVA","TAXREV","TOT","MLN_USD","A","2006",6.169,
"LVA","TAXREV","TOT","MLN_USD","A","2007",8.726,
"LVA","TAXREV","TOT","MLN_USD","A","2008",9.89,
"LVA","TAXREV","TOT","MLN_USD","A","2009",7.314,
"LVA","TAXREV","TOT","MLN_USD","A","2010",6.705,
"LVA","TAXREV","TOT","MLN_USD","A","2011",7.855,
"LVA","TAXREV","TOT","MLN_USD","A","2012",8.045,
"LVA","TAXREV","TOT","MLN_USD","A","2013",8.665,
"LVA","TAXREV","TOT","MLN_USD","A","2014",9.08,
"LVA","TAXREV","TOT","MLN_USD","A","2015",7.883,
"LVA","TAXREV","TOT","MLN_USD","A","2016",8.371,
"LVA","TAXREV","TOT","MLN_USD","A","2017",9.204,
"SVN","TAXREV","TOT","MLN_USD","A","2000",6.381,
"SVN","TAXREV","TOT","MLN_USD","A","2001",6.973,
"SVN","TAXREV","TOT","MLN_USD","A","2002",8.273,
"SVN","TAXREV","TOT","MLN_USD","A","2003",10.826,
"SVN","TAXREV","TOT","MLN_USD","A","2004",12.87,
"SVN","TAXREV","TOT","MLN_USD","A","2005",13.786,
"SVN","TAXREV","TOT","MLN_USD","A","2006",14.911,
"SVN","TAXREV","TOT","MLN_USD","A","2007",17.837,
"SVN","TAXREV","TOT","MLN_USD","A","2008",20.19,
"SVN","TAXREV","TOT","MLN_USD","A","2009",18.194,
"SVN","TAXREV","TOT","MLN_USD","A","2010",17.716,
"SVN","TAXREV","TOT","MLN_USD","A","2011",18.713,
"SVN","TAXREV","TOT","MLN_USD","A","2012",17.063,
"SVN","TAXREV","TOT","MLN_USD","A","2013",17.522,
"SVN","TAXREV","TOT","MLN_USD","A","2014",18.061,
"SVN","TAXREV","TOT","MLN_USD","A","2015",15.662,
"SVN","TAXREV","TOT","MLN_USD","A","2016",16.292,
"SVN","TAXREV","TOT","MLN_USD","A","2017",17.573,
"OAVG","TAXREV","TOT","MLN_USD","A","2000",233.025,
"OAVG","TAXREV","TOT","MLN_USD","A","2001",226.78,
"OAVG","TAXREV","TOT","MLN_USD","A","2002",228.841,
"OAVG","TAXREV","TOT","MLN_USD","A","2003",258.435,
"OAVG","TAXREV","TOT","MLN_USD","A","2004",290.188,
"OAVG","TAXREV","TOT","MLN_USD","A","2005",313.639,
"OAVG","TAXREV","TOT","MLN_USD","A","2006",337.17,
"OAVG","TAXREV","TOT","MLN_USD","A","2007",373.454,
"OAVG","TAXREV","TOT","MLN_USD","A","2008",386.411,
"OAVG","TAXREV","TOT","MLN_USD","A","2009",346.144,
"OAVG","TAXREV","TOT","MLN_USD","A","2010",363.434,
"OAVG","TAXREV","TOT","MLN_USD","A","2011",398.675,
"OAVG","TAXREV","TOT","MLN_USD","A","2012",398.816,
"OAVG","TAXREV","TOT","MLN_USD","A","2013",414.253,
"OAVG","TAXREV","TOT","MLN_USD","A","2014",426.513,
"OAVG","TAXREV","TOT","MLN_USD","A","2015",400.212,
"OAVG","TAXREV","TOT","MLN_USD","A","2016",409.74,
"LTU","TAXREV","TOT","MLN_USD","A","2000",3.792,
"LTU","TAXREV","TOT","MLN_USD","A","2001",3.727,
"LTU","TAXREV","TOT","MLN_USD","A","2002",4.154,
"LTU","TAXREV","TOT","MLN_USD","A","2003",5.391,
"LTU","TAXREV","TOT","MLN_USD","A","2004",6.57,
"LTU","TAXREV","TOT","MLN_USD","A","2005",7.623,
"LTU","TAXREV","TOT","MLN_USD","A","2006",9.107,
"LTU","TAXREV","TOT","MLN_USD","A","2007",11.939,
"LTU","TAXREV","TOT","MLN_USD","A","2008",14.617,
"LTU","TAXREV","TOT","MLN_USD","A","2009",11.29,
"LTU","TAXREV","TOT","MLN_USD","A","2010",10.502,
"LTU","TAXREV","TOT","MLN_USD","A","2011",11.83,
"LTU","TAXREV","TOT","MLN_USD","A","2012",11.56,
"LTU","TAXREV","TOT","MLN_USD","A","2013",12.515,
"LTU","TAXREV","TOT","MLN_USD","A","2014",13.336,
"LTU","TAXREV","TOT","MLN_USD","A","2015",11.989,
"LTU","TAXREV","TOT","MLN_USD","A","2016",12.753,
"LTU","TAXREV","TOT","MLN_USD","A","2017",14.081,
